100,0,221,77664256
100,0,46,25182208
200,0,48,19005440
5,0.8,63,31662080
5,1,62,29769728
5,1,63,29536256
5,0.4,62,29396992
5,0,7,15712256
5,0,39,22298624
5,0.8,94,22626304
5,0.8,95,22704128
5,1,94,22630400
5,0.8,95,22630400
5,0.8,94,22609920
5,0.6,95,22720512
5,0.6,94,22630400
5,0.8,63,29483008
5,0.8,63,31735808
5,0.6,63,29622272
5,1,64,29499392
5,0.6,94,22630400
5,1,94,22736896
5,1,61,30048256
5,1,61,30117888
5,0.8,60,30019584
5,0.8,95,23060480
5,0.8,91,23724032
5,0.6,91,21909504
5,0.4,91,23150592
5,0.6,91,17084416
5,0.8,93,23126016
5,1,60,32350208
5,0.8,60,30015488
5,0.8,90,27815936
5,0.6,60,32403456
5,0.6,93,25300992
5,0.6,61,29982720
5,1,90,24989696
5,0.8,61,29958144
5,1,62,30126080
5,0.8,63,32161792
5,1,65,30031872
